virus_protein_id,rank,human_protein_id,distance,similarity,cluster_id,primary_cluster,embedding_similarity,virus_mimicry_score
sp|P21115|PG190_VACCC,1,sp|Q9BWX1|PHF7_HUMAN,0.335107,0.664893,768,768,0.308159,0.486526
sp|P21115|PG190_VACCC,2,sp|Q00653|NFKB2_HUMAN,0.338329,0.661671,768,768,0.241133,0.451402
sp|P21115|PG190_VACCC,3,sp|P19838|NFKB1_HUMAN,0.339730,0.660270,768,768,0.221965,0.441118
sp|P21115|PG190_VACCC,5,sp|P52630|STAT2_HUMAN,0.348193,0.651807,768,768,0.331855,0.491831
sp|P68318|VLTF3_VACCC,1,sp|Q6NUM6|TYW1B_HUMAN,0.281709,0.718291,422,422,0.319123,0.518707
sp|P68318|VLTF3_VACCC,2,sp|Q9NV66|TYW1_HUMAN,0.285103,0.714897,422,422,0.319109,0.517003
sp|P68318|VLTF3_VACCC,3,sp|P15918|RAG1_HUMAN,0.286671,0.713329,422,422,0.331162,0.522246
sp|P68318|VLTF3_VACCC,4,sp|Q6PIW4|FIGL1_HUMAN,0.295505,0.704495,422,422,0.312191,0.508343
sp|P68318|VLTF3_VACCC,5,sp|Q96TA2|YMEL1_HUMAN,0.299900,0.700100,422,422,0.213533,0.456817
sp|P68564|KITH_VACCC,1,sp|P04183|KITH_HUMAN,0.117606,0.882394,594,594,0.753106,0.817750
sp|P68564|KITH_VACCC,2,sp|P31327|CPSM_HUMAN,0.325293,0.674707,584,594,0.324800,0.499754
sp|P68564|KITH_VACCC,3,sp|Q92887|MRP2_HUMAN,0.326362,0.673638,584,594,0.275860,0.474749
sp|P68564|KITH_VACCC,4,sp|P46063|RECQ1_HUMAN,0.328095,0.671905,584,594,0.339132,0.505518
sp|P68564|KITH_VACCC,5,sp|Q9NRF8|PYRG2_HUMAN,0.329837,0.670163,584,594,0.449460,0.559812
sp|P68610|RP19_VACCC,1,sp|P61218|RPAB2_HUMAN,0.148730,0.851270,104,104,0.724919,0.788094
sp|P68610|RP19_VACCC,2,sp|Q6UX04|CWC27_HUMAN,0.360846,0.639154,582,104,0.315037,0.477096
sp|P68610|RP19_VACCC,3,sp|P29083|T2EA_HUMAN,0.368041,0.631959,582,104,0.444927,0.538443
sp|P68610|RP19_VACCC,4,sp|Q9GZZ9|UBA5_HUMAN,0.371588,0.628412,582,104,0.297710,0.463061
sp|P68610|RP19_VACCC,5,sp|Q13356|PPIL2_HUMAN,0.372186,0.627814,582,104,0.309652,0.468733
sp|P68616|PG161_VACCC,5,sp|Q5UIP0|RIF1_HUMAN,0.261992,0.738008,423,423,0.345997,0.542002
sp|P68622|PG099_VACCC,1,sp|O75663|TIPRL_HUMAN,0.183157,0.816843,37,37,0.243129,0.529986
sp|P68622|PG099_VACCC,5,sp|Q5T5A4|CF276_HUMAN,0.192943,0.807057,37,37,0.328763,0.567910
sp|P68634|DUT_VACCC,1,sp|Q92887|MRP2_HUMAN,0.329837,0.670163,584,604,0.299487,0.484825
sp|P68634|DUT_VACCC,2,sp|Q05639|EF1A2_HUMAN,0.341919,0.658081,584,604,0.264807,0.461444
sp|P68634|DUT_VACCC,3,sp|P68104|EF1A1_HUMAN,0.347832,0.652168,584,604,0.284073,0.468121
sp|P68634|DUT_VACCC,4,sp|P33527|MRP1_HUMAN,0.350622,0.649378,584,604,0.301844,0.475611
sp|P68634|DUT_VACCC,5,sp|P98194|AT2C1_HUMAN,0.350682,0.649318,584,604,0.287792,0.468555
sp|P68693|KTHY_VACCC,1,sp|Q8NB78|KDM1B_HUMAN,0.293511,0.706489,584,584,0.245509,0.475999
sp|P68693|KTHY_VACCC,2,sp|Q8NBF2|NHLC2_HUMAN,0.297305,0.702695,584,584,0.150261,0.426478
sp|P68693|KTHY_VACCC,3,sp|Q969S9|RRF2M_HUMAN,0.298263,0.701737,584,584,0.288737,0.495237
sp|P68693|KTHY_VACCC,4,sp|Q9H3H1|MOD5_HUMAN,0.302573,0.697427,584,584,0.330243,0.513835
sp|P68693|KTHY_VACCC,5,sp|P46063|RECQ1_HUMAN,0.303612,0.696388,584,584,0.283673,0.490031
sp|P68694|RP132_VACCC,1,sp|Q9H9Y6|RPA2_HUMAN,0.121496,0.878504,495,495,0.578670,0.728587
sp|P68694|RP132_VACCC,2,sp|Q9NW08|RPC2_HUMAN,0.129058,0.870942,495,495,0.608507,0.739724
sp|P68694|RP132_VACCC,3,sp|P30876|RPB2_HUMAN,0.185338,0.814662,495,495,0.625292,0.719977
sp|P68694|RP132_VACCC,4,sp|O14802|RPC1_HUMAN,0.203391,0.796609,495,495,0.609356,0.702982
sp|P68694|RP132_VACCC,5,sp|O95602|RPA1_HUMAN,0.230810,0.769190,495,495,0.584913,0.677052
sp|P68697|TOP1_VACCC,1,sp|P0DP91|ERPG3_HUMAN,0.315539,0.684461,553,553,0.424250,0.554356
sp|P68697|TOP1_VACCC,3,sp|Q9H5L6|THAP9_HUMAN,0.327471,0.672529,553,553,0.435117,0.553823
sp|P0CK20|PG128_VACCC,1,sp|O15145|ARPC3_HUMAN,0.068012,0.931988,37,37,0.290158,0.611073
sp|P0CK20|PG128_VACCC,4,sp|P47874|OMP_HUMAN,0.106393,0.893607,37,37,0.366171,0.629889
sp|P0CK22|PG076_VACCC,1,sp|P0DI80|ERLN_HUMAN,0.171964,0.828036,37,37,0.169738,0.498887
sp|P0CK22|PG076_VACCC,2,sp|P26678|PPLA_HUMAN,0.183350,0.816650,37,37,0.214866,0.515758
sp|P20496|PG107_VACCC,1,sp|O15145|ARPC3_HUMAN,0.083410,0.916590,37,37,0.339977,0.628284
sp|P20496|PG107_VACCC,2,sp|P47874|OMP_HUMAN,0.108348,0.891652,37,37,0.269503,0.580577
sp|P20496|PG107_VACCC,5,sp|Q9BWV2|SPAT9_HUMAN,0.127127,0.872873,37,37,0.262467,0.567670
sp|P20498|PG077_VACCC,1,sp|O75663|TIPRL_HUMAN,0.133380,0.866620,37,37,0.352464,0.609542
sp|P20498|PG077_VACCC,2,sp|Q9NZD4|AHSP_HUMAN,0.145774,0.854226,37,37,0.372173,0.613200
sp|P20498|PG077_VACCC,3,sp|Q5VYS4|MEDAG_HUMAN,0.149684,0.850316,37,37,0.300329,0.575323
sp|P20498|PG077_VACCC,4,sp|Q9BWV2|SPAT9_HUMAN,0.156076,0.843924,37,37,0.311179,0.577551
sp|P20499|PG079_VACCC,1,sp|P55082|MFAP3_HUMAN,0.293377,0.706623,410,410,0.289527,0.498075
sp|P20499|PG079_VACCC,3,sp|Q9NP62|GCM1_HUMAN,0.307264,0.692736,410,410,0.429461,0.561099
sp|P20499|PG079_VACCC,5,sp|O75603|GCM2_HUMAN,0.321108,0.678892,410,410,0.348453,0.513672
sp|P20500|PG081_VACCC,2,sp|P0DI80|ERLN_HUMAN,0.150082,0.849918,37,37,0.080832,0.465375
sp|P20500|PG081_VACCC,3,sp|P26678|PPLA_HUMAN,0.193741,0.806259,37,37,0.121121,0.463690
sp|P20500|PG081_VACCC,4,sp|Q9BWV2|SPAT9_HUMAN,0.204659,0.795341,37,37,0.176565,0.485953
sp|P20501|PG083_VACCC,1,sp|O75663|TIPRL_HUMAN,0.229012,0.770988,37,37,0.327076,0.549032
sp|P20501|PG083_VACCC,3,sp|Q96FC7|PHIPL_HUMAN,0.238485,0.761515,37,37,0.260817,0.511166
sp|P20501|PG083_VACCC,4,sp|Q92561|PHYIP_HUMAN,0.242297,0.757703,37,37,0.270522,0.514113
sp|P20501|PG083_VACCC,5,sp|M5A8F1|SUPYN_HUMAN,0.250551,0.749449,37,37,0.411800,0.580624
sp|P20504|RP147_VACCC,1,sp|O14802|RPC1_HUMAN,0.105326,0.894674,495,495,0.609258,0.751966
sp|P20504|RP147_VACCC,2,sp|O95602|RPA1_HUMAN,0.154463,0.845537,495,495,0.584748,0.715143
sp|P20504|RP147_VACCC,3,sp|Q9NW08|RPC2_HUMAN,0.223056,0.776944,495,495,0.608417,0.692680
sp|P20504|RP147_VACCC,4,sp|Q9H9Y6|RPA2_HUMAN,0.228688,0.771312,495,495,0.578510,0.674911
sp|P20504|RP147_VACCC,5,sp|P30876|RPB2_HUMAN,0.272867,0.727133,495,495,0.625143,0.676138
sp|P20531|SPI1_VACCC,1,sp|P36952|SPB5_HUMAN,0.118968,0.881032,440,440,0.417408,0.649220
sp|P20531|SPI1_VACCC,2,sp|Q9UIV8|SPB13_HUMAN,0.201657,0.798343,440,440,0.491290,0.644817
sp|P20531|SPI1_VACCC,3,sp|P30740|ILEU_HUMAN,0.212750,0.787250,440,440,0.428169,0.607709
sp|P20531|SPI1_VACCC,4,sp|Q96P15|SPB11_HUMAN,0.220632,0.779368,440,440,0.388304,0.583836
sp|P20531|SPI1_VACCC,5,sp|P05546|HEP2_HUMAN,0.221877,0.778123,440,440,0.297019,0.537571
sp|P20532|PG040_VACCC,1,sp|P01008|ANT3_HUMAN,0.156240,0.843760,440,440,0.337960,0.590860
sp|P20532|PG040_VACCC,2,sp|P50454|SERPH_HUMAN,0.196489,0.803511,440,440,0.406255,0.604883
sp|P20532|PG040_VACCC,3,sp|P07093|GDN_HUMAN,0.199438,0.800562,440,440,0.373285,0.586924
sp|P20532|PG040_VACCC,4,sp|P05120|PAI2_HUMAN,0.240964,0.759036,440,440,0.366190,0.562613
sp|P20532|PG040_VACCC,5,sp|O75635|SPB7_HUMAN,0.243097,0.756903,440,440,0.454911,0.605907
sp|P20535|PG154_VACCC,3,sp|O14519|CDKA1_HUMAN,0.200465,0.799535,37,37,0.299643,0.549589
sp|P20537|PG042_VACCC,2,sp|Q8IV08|PLD3_HUMAN,0.152007,0.847993,613,613,0.416829,0.632411
sp|P20537|PG042_VACCC,3,sp|Q96BZ4|PLD4_HUMAN,0.223564,0.776436,613,613,0.424320,0.600378
sp|P20537|PG042_VACCC,4,sp|Q13393|PLD1_HUMAN,0.223592,0.776408,613,613,0.323276,0.549842
sp|P20537|PG042_VACCC,5,sp|Q32NB8|PGPS1_HUMAN,0.272637,0.727363,613,613,0.204650,0.466006
sp|P20538|PG110_VACCC,1,sp|Q8WW12|PCNP_HUMAN,0.220620,0.779380,410,410,0.416962,0.598171
sp|P20538|PG110_VACCC,4,sp|P55082|MFAP3_HUMAN,0.249277,0.750723,410,410,0.330992,0.540857
sp|P20538|PG110_VACCC,5,sp|Q8NG27|PJA1_HUMAN,0.249835,0.750165,410,410,0.396675,0.573420
sp|P20539|PG112_VACCC,1,sp|Q6V702|CF299_HUMAN,0.137742,0.862258,37,37,0.378462,0.620360
sp|P20539|PG112_VACCC,2,sp|O15145|ARPC3_HUMAN,0.139750,0.860250,37,37,0.373865,0.617057
sp|P20539|PG112_VACCC,3,sp|P47874|OMP_HUMAN,0.160591,0.839409,37,37,0.345465,0.592437
sp|P20539|PG112_VACCC,5,sp|Q5VU69|CP141_HUMAN,0.169138,0.830862,37,37,0.395696,0.613279
sp|P20635|ETF2_VACCC,1,sp|O15145|ARPC3_HUMAN,0.097725,0.902275,37,37,0.383369,0.642822
sp|P20635|ETF2_VACCC,3,sp|P47874|OMP_HUMAN,0.131672,0.868328,37,37,0.302908,0.585618
sp|P20635|ETF2_VACCC,4,sp|O75663|TIPRL_HUMAN,0.137693,0.862307,37,37,0.393176,0.627742
sp|P20640|PG037_VACCC,1,sp|Q15327|ANKR1_HUMAN,0.267768,0.732232,414,414,0.449973,0.591102
sp|P20640|PG037_VACCC,3,sp|Q86WC6|PPR27_HUMAN,0.325304,0.674696,414,414,0.427115,0.550906
sp|P20640|PG037_VACCC,4,sp|Q9Y2G4|ANKR6_HUMAN,0.338501,0.661499,414,414,0.344142,0.502821
sp|P20640|PG037_VACCC,5,sp|Q9GZV1|ANKR2_HUMAN,0.341749,0.658251,414,414,0.373364,0.515808
sp|P20641|PG036_VACCC,1,sp|O15145|ARPC3_HUMAN,0.173420,0.826580,37,37,0.360954,0.593767
sp|P20641|PG036_VACCC,3,sp|Q96FC7|PHIPL_HUMAN,0.205129,0.794871,37,37,0.357863,0.576367
sp|P20641|PG036_VACCC,4,sp|Q92561|PHYIP_HUMAN,0.208149,0.791851,37,37,0.345411,0.568631
sp|P20642|PG136_VACCC,1,sp|O15145|ARPC3_HUMAN,0.145306,0.854694,37,37,0.328239,0.591467
sp|P20642|PG136_VACCC,2,sp|P47874|OMP_HUMAN,0.156192,0.843808,37,37,0.193947,0.518878
sp|P20642|PG136_VACCC,3,sp|O75663|TIPRL_HUMAN,0.156839,0.843161,37,37,0.299455,0.571308
sp|P20642|PG136_VACCC,5,sp|Q6V702|CF299_HUMAN,0.164037,0.835963,37,37,0.280964,0.558464
sp|P20643|PG129_VACCC,1,sp|Q5T4S7|UBR4_HUMAN,0.224387,0.775613,423,423,0.327211,0.551412
sp|P20643|PG129_VACCC,2,sp|Q9NR09|BIRC6_HUMAN,0.233593,0.766407,423,423,0.332110,0.549259
sp|P20643|PG129_VACCC,3,sp|O75592|MYCB2_HUMAN,0.233741,0.766259,423,423,0.305874,0.536066
sp|P20643|PG129_VACCC,4,sp|Q96RU2|UBP28_HUMAN,0.245469,0.754531,423,423,0.301620,0.528076
sp|P20643|PG129_VACCC,5,sp|P46020|KPB1_HUMAN,0.248087,0.751913,423,423,0.261790,0.506851
sp|P20843|PG096_VACCC,3,sp|P0DI80|ERLN_HUMAN,0.174791,0.825209,37,37,0.164979,0.495094
sp|P20843|PG096_VACCC,4,sp|P26678|PPLA_HUMAN,0.176206,0.823794,37,37,0.214391,0.519093
sp|P20843|PG096_VACCC,5,sp|Q9BWV2|SPAT9_HUMAN,0.176418,0.823582,37,37,0.354620,0.589101
sp|P20980|MCES_VACCC,1,sp|Q96FC7|PHIPL_HUMAN,0.236007,0.763993,37,37,0.244116,0.504054
sp|P20980|MCES_VACCC,3,sp|O75663|TIPRL_HUMAN,0.250958,0.749042,37,37,0.424863,0.586952
sp|P20980|MCES_VACCC,4,sp|Q92561|PHYIP_HUMAN,0.251012,0.748988,37,37,0.271260,0.510124
sp|P20980|MCES_VACCC,5,sp|Q5VYS4|MEDAG_HUMAN,0.272729,0.727271,37,37,0.311355,0.519313
sp|P20981|VP8_VACCC,1,sp|O15145|ARPC3_HUMAN,0.095115,0.904885,37,37,0.380980,0.642932
sp|P20981|VP8_VACCC,2,sp|Q6V702|CF299_HUMAN,0.107020,0.892980,37,37,0.368935,0.630957
sp|P20981|VP8_VACCC,4,sp|P47874|OMP_HUMAN,0.117083,0.882917,37,37,0.253498,0.568208
sp|P20982|VLTF2_VACCC,1,sp|O75663|TIPRL_HUMAN,0.190110,0.809890,37,37,0.336919,0.573405
sp|P20982|VLTF2_VACCC,2,sp|Q5VYS4|MEDAG_HUMAN,0.220516,0.779484,37,37,0.370153,0.574819
sp|P20982|VLTF2_VACCC,3,sp|Q99576|T22D3_HUMAN,0.227732,0.772268,37,37,0.370238,0.571253
sp|P20982|VLTF2_VACCC,5,sp|Q96FC7|PHIPL_HUMAN,0.243023,0.756977,37,37,0.263882,0.510429
sp|P20983|PG130_VACCC,1,sp|O75956|CDKA2_HUMAN,0.180303,0.819697,37,37,0.398480,0.609089
sp|P20983|PG130_VACCC,2,sp|Q99576|T22D3_HUMAN,0.193105,0.806895,37,37,0.276284,0.541589
sp|P20983|PG130_VACCC,3,sp|Q5T5A4|CF276_HUMAN,0.200483,0.799517,37,37,0.341181,0.570349
sp|P20983|PG130_VACCC,5,sp|O14519|CDKA1_HUMAN,0.206366,0.793634,37,37,0.384612,0.589123
sp|P20986|VTF3S_VACCC,1,sp|O15145|ARPC3_HUMAN,0.133783,0.866217,37,37,0.379903,0.623060
sp|P20986|VTF3S_VACCC,2,sp|Q9BWV2|SPAT9_HUMAN,0.142817,0.857183,37,37,0.277667,0.567425
sp|P20986|VTF3S_VACCC,3,sp|P47874|OMP_HUMAN,0.151320,0.848680,37,37,0.351288,0.599984
sp|P20986|VTF3S_VACCC,4,sp|O75663|TIPRL_HUMAN,0.154620,0.845380,37,37,0.345602,0.595491
sp|P20986|VTF3S_VACCC,5,sp|Q6V702|CF299_HUMAN,0.158680,0.841320,37,37,0.338807,0.590063
sp|P20988|PG137_VACCC,2,sp|Q9BWV2|SPAT9_HUMAN,0.231322,0.768678,37,37,0.298841,0.533760
sp|P20989|PG138_VACCC,2,sp|O75956|CDKA2_HUMAN,0.194348,0.805652,37,37,0.360947,0.583300
sp|P20989|PG138_VACCC,3,sp|Q5T5A4|CF276_HUMAN,0.210554,0.789446,37,37,0.378579,0.584013
sp|P20989|PG138_VACCC,5,sp|O14519|CDKA1_HUMAN,0.215919,0.784081,37,37,0.332611,0.558346
sp|P20991|PG140_VACCC,2,sp|P0DI80|ERLN_HUMAN,0.255040,0.744960,37,37,0.117610,0.431285
sp|P20991|PG140_VACCC,4,sp|P26678|PPLA_HUMAN,0.286115,0.713885,37,37,0.196326,0.455106
sp|P20992|PG142_VACCC,1,sp|O15145|ARPC3_HUMAN,0.134747,0.865253,37,37,0.372647,0.618950
sp|P20992|PG142_VACCC,3,sp|P47874|OMP_HUMAN,0.149985,0.850015,37,37,0.319121,0.584568
sp|P20992|PG142_VACCC,4,sp|Q6V702|CF299_HUMAN,0.160783,0.839217,37,37,0.388154,0.613685
sp|P20994|PG146_VACCC,2,sp|O15145|ARPC3_HUMAN,0.159726,0.840274,37,37,0.335611,0.587942
sp|P20994|PG146_VACCC,5,sp|M5A8F1|SUPYN_HUMAN,0.175428,0.824572,37,37,0.514360,0.669466
sp|P20995|PG148_VACCC,1,sp|O15145|ARPC3_HUMAN,0.101258,0.898742,37,37,0.415105,0.656924
sp|P20995|PG148_VACCC,2,sp|P47874|OMP_HUMAN,0.114502,0.885498,37,37,0.347072,0.616285
sp|P20995|PG148_VACCC,3,sp|Q6V702|CF299_HUMAN,0.120522,0.879478,37,37,0.377944,0.628711
sp|P20995|PG148_VACCC,5,sp|Q9BWV2|SPAT9_HUMAN,0.134971,0.865029,37,37,0.361682,0.613356
sp|P20996|PG147_VACCC,1,sp|M5A8F1|SUPYN_HUMAN,0.128879,0.871121,37,37,0.565354,0.718237
sp|P20996|PG147_VACCC,3,sp|O15145|ARPC3_HUMAN,0.174132,0.825868,37,37,0.339966,0.582917
sp|P20996|PG147_VACCC,4,sp|Q96FC7|PHIPL_HUMAN,0.180225,0.819775,37,37,0.250401,0.535088
sp|P20996|PG147_VACCC,5,sp|Q9UKY0|PRND_HUMAN,0.180460,0.819540,37,37,0.305698,0.562619
sp|P20997|RUVV_VACCC,1,sp|Q9NV66|TYW1_HUMAN,0.304995,0.695005,422,422,0.249273,0.472139
sp|P20997|RUVV_VACCC,2,sp|P15918|RAG1_HUMAN,0.308881,0.691119,422,422,0.489983,0.590551
sp|P20997|RUVV_VACCC,3,sp|Q6NUM6|TYW1B_HUMAN,0.313499,0.686501,422,422,0.249235,0.467868
sp|P20997|RUVV_VACCC,4,sp|P49585|PCY1A_HUMAN,0.351573,0.648427,422,422,0.244787,0.446607
sp|P20997|RUVV_VACCC,5,sp|O76075|DFFB_HUMAN,0.353061,0.646939,422,422,0.476186,0.561562
sp|P20998|VITF3_VACCC,1,sp|Q96FC7|PHIPL_HUMAN,0.195403,0.804597,37,37,0.297118,0.550857
sp|P20998|VITF3_VACCC,2,sp|O15145|ARPC3_HUMAN,0.195489,0.804511,37,37,0.379903,0.592207
sp|P20998|VITF3_VACCC,3,sp|Q92561|PHYIP_HUMAN,0.204134,0.795866,37,37,0.277343,0.536604
sp|P21004|PG193_VACCC,1,sp|Q9NV66|TYW1_HUMAN,0.283439,0.716561,422,422,0.246778,0.481669
sp|P21004|PG193_VACCC,2,sp|Q6NUM6|TYW1B_HUMAN,0.290013,0.709987,422,422,0.246810,0.478398
sp|P21004|PG193_VACCC,3,sp|P15918|RAG1_HUMAN,0.302870,0.697130,422,422,0.289022,0.493076
sp|P21004|PG193_VACCC,4,sp|Q6PIW4|FIGL1_HUMAN,0.306855,0.693145,422,422,0.245448,0.469296
sp|P21004|PG193_VACCC,5,sp|Q96TA2|YMEL1_HUMAN,0.307029,0.692971,422,422,0.204535,0.448753
sp|P21008|PG114_VACCC,1,sp|O15145|ARPC3_HUMAN,0.080082,0.919918,37,37,0.371212,0.645565
sp|P21008|PG114_VACCC,2,sp|P47874|OMP_HUMAN,0.105685,0.894315,37,37,0.280362,0.587338
sp|P21008|PG114_VACCC,3,sp|Q6V702|CF299_HUMAN,0.112205,0.887795,37,37,0.379665,0.633730
sp|P21009|PG115_VACCC,1,sp|O15145|ARPC3_HUMAN,0.096732,0.903268,37,37,0.371212,0.637240
sp|P21009|PG115_VACCC,2,sp|Q6V702|CF299_HUMAN,0.106766,0.893234,37,37,0.379665,0.636450
sp|P21009|PG115_VACCC,3,sp|P47874|OMP_HUMAN,0.124565,0.875435,37,37,0.280362,0.577898
sp|P21009|PG115_VACCC,4,sp|Q92561|PHYIP_HUMAN,0.126735,0.873265,37,37,0.317912,0.595589
sp|P21013|PG047_VACCC,1,sp|O43424|GRID2_HUMAN,0.269160,0.730840,584,584,0.280743,0.505792
sp|P21013|PG047_VACCC,2,sp|Q9HAR2|AGRL3_HUMAN,0.270302,0.729698,584,584,0.292609,0.511153
sp|P21013|PG047_VACCC,3,sp|O95490|AGRL2_HUMAN,0.275326,0.724674,584,584,0.294321,0.509497
sp|P21013|PG047_VACCC,4,sp|Q8NDG6|TDRD9_HUMAN,0.276410,0.723590,584,584,0.350486,0.537038
sp|P21013|PG047_VACCC,5,sp|Q8N3C0|ASCC3_HUMAN,0.280278,0.719722,584,584,0.305365,0.512543
sp|P21014|PG049_VACCC,1,sp|Q96FC7|PHIPL_HUMAN,0.195219,0.804781,37,37,0.396991,0.600886
sp|P21014|PG049_VACCC,2,sp|M5A8F1|SUPYN_HUMAN,0.216478,0.783522,37,37,0.490923,0.637222
sp|P21014|PG049_VACCC,3,sp|Q92561|PHYIP_HUMAN,0.226656,0.773344,37,37,0.358891,0.566117
sp|P21022|PG085_VACCC,1,sp|Q9NR09|BIRC6_HUMAN,0.247302,0.752698,423,161,0.375310,0.564004
sp|P21022|PG085_VACCC,3,sp|Q5T4S7|UBR4_HUMAN,0.254361,0.745639,423,161,0.352652,0.549145
sp|P21022|PG085_VACCC,4,sp|Q96Q15|SMG1_HUMAN,0.267317,0.732683,423,161,0.371178,0.551931
sp|P21022|PG085_VACCC,5,sp|O75592|MYCB2_HUMAN,0.274099,0.725901,423,161,0.386930,0.556416
sp|P21026|PG089_VACCC,1,sp|O00567|NOP56_HUMAN,0.331869,0.668131,582,582,0.474330,0.571231
sp|P21026|PG089_VACCC,2,sp|Q9GZZ9|UBA5_HUMAN,0.332118,0.667882,582,582,0.338177,0.503030
sp|P21026|PG089_VACCC,3,sp|Q02880|TOP2B_HUMAN,0.346596,0.653404,582,582,0.557014,0.605209
sp|P21026|PG089_VACCC,4,sp|Q9Y2X3|NOP58_HUMAN,0.353736,0.646264,582,582,0.472708,0.559486
sp|P21026|PG089_VACCC,5,sp|P11388|TOP2A_HUMAN,0.357975,0.642025,582,582,0.561997,0.602011
sp|P21027|PG091_VACCC,1,sp|P31327|CPSM_HUMAN,0.337924,0.662076,584,584,0.229844,0.445960
sp|P21027|PG091_VACCC,2,sp|Q99707|METH_HUMAN,0.342849,0.657151,584,584,0.196430,0.426791
sp|P21027|PG091_VACCC,3,sp|Q8NB78|KDM1B_HUMAN,0.347129,0.652871,584,584,0.182686,0.417779
sp|P21027|PG091_VACCC,4,sp|Q92499|DDX1_HUMAN,0.350766,0.649234,584,584,0.244319,0.446777
sp|P21027|PG091_VACCC,5,sp|P53396|ACLY_HUMAN,0.351584,0.648416,584,584,0.144874,0.396645
sp|P21028|G7_VACCC,1,sp|O15145|ARPC3_HUMAN,0.110756,0.889244,37,37,0.373077,0.631160
sp|P21028|G7_VACCC,2,sp|Q9BWV2|SPAT9_HUMAN,0.127919,0.872081,37,37,0.304381,0.588231
sp|P21028|G7_VACCC,5,sp|P47874|OMP_HUMAN,0.151431,0.848569,37,37,0.287290,0.567929
sp|P21031|PG097_VACCC,1,sp|Q96FC7|PHIPL_HUMAN,0.192715,0.807285,37,37,0.324993,0.566139
sp|P21031|PG097_VACCC,3,sp|O75663|TIPRL_HUMAN,0.198083,0.801917,37,37,0.351136,0.576527
sp|P21031|PG097_VACCC,4,sp|M5A8F1|SUPYN_HUMAN,0.206274,0.793726,37,37,0.395182,0.594454
sp|P21031|PG097_VACCC,5,sp|Q5VYS4|MEDAG_HUMAN,0.208990,0.791010,37,37,0.311406,0.551208
sp|P21032|PG100_VACCC,1,sp|O15145|ARPC3_HUMAN,0.081290,0.918710,37,37,0.378011,0.648361
sp|P21032|PG100_VACCC,2,sp|P47874|OMP_HUMAN,0.104367,0.895633,37,37,0.284795,0.590214
sp|P21032|PG100_VACCC,4,sp|Q6V702|CF299_HUMAN,0.118773,0.881227,37,37,0.391977,0.636602
sp|P21032|PG100_VACCC,5,sp|Q9BWV2|SPAT9_HUMAN,0.122362,0.877638,37,37,0.327898,0.602768
sp|P21038|PG031_VACCC,2,sp|Q96FC7|PHIPL_HUMAN,0.216450,0.783550,37,37,0.325985,0.554768
sp|P21038|PG031_VACCC,3,sp|O75663|TIPRL_HUMAN,0.219227,0.780773,37,37,0.425279,0.603026
sp|P21038|PG031_VACCC,4,sp|Q92561|PHYIP_HUMAN,0.231771,0.768229,37,37,0.323329,0.545779
sp|P21038|PG031_VACCC,5,sp|O15145|ARPC3_HUMAN,0.241251,0.758749,37,37,0.338378,0.548563
sp|P21040|PG029_VACCC,1,sp|O15145|ARPC3_HUMAN,0.128163,0.871837,37,37,0.299753,0.585795
sp|P21040|PG029_VACCC,2,sp|Q6V702|CF299_HUMAN,0.139601,0.860399,37,37,0.237995,0.549197
sp|P21040|PG029_VACCC,4,sp|Q9BWV2|SPAT9_HUMAN,0.145793,0.854207,37,37,0.242571,0.548389
sp|P21040|PG029_VACCC,5,sp|P47874|OMP_HUMAN,0.157607,0.842393,37,37,0.279109,0.560751
sp|P21042|PG025_VACCC,1,sp|Q8WXJ9|ASB17_HUMAN,0.283083,0.716917,159,159,0.293439,0.505178
sp|P21042|PG025_VACCC,2,sp|Q00653|NFKB2_HUMAN,0.311363,0.688637,768,159,0.340612,0.514625
sp|P21042|PG025_VACCC,4,sp|P52630|STAT2_HUMAN,0.325874,0.674126,768,159,0.464701,0.569413
sp|P21047|PG068_VACCC,1,sp|O15145|ARPC3_HUMAN,0.153017,0.846983,37,37,0.420640,0.633811
sp|P21047|PG068_VACCC,2,sp|Q9BWV2|SPAT9_HUMAN,0.164358,0.835642,37,37,0.422739,0.629190
sp|P21047|PG068_VACCC,3,sp|O75663|TIPRL_HUMAN,0.173500,0.826500,37,37,0.335119,0.580810
sp|P21047|PG068_VACCC,5,sp|Q6V702|CF299_HUMAN,0.175437,0.824563,37,37,0.437422,0.630993
sp|P21049|PG070_VACCC,1,sp|Q6V702|CF299_HUMAN,0.120699,0.879301,37,37,0.428433,0.653867
sp|P21049|PG070_VACCC,2,sp|O15145|ARPC3_HUMAN,0.121689,0.878311,37,37,0.375096,0.626703
sp|P21049|PG070_VACCC,3,sp|P47874|OMP_HUMAN,0.143656,0.856344,37,37,0.354359,0.605351
sp|P21049|PG070_VACCC,5,sp|Q92561|PHYIP_HUMAN,0.166027,0.833973,37,37,0.356252,0.595113
sp|P21053|PG056_VACCC,1,sp|Q9NV66|TYW1_HUMAN,0.295171,0.704829,422,422,0.282774,0.493801
sp|P21053|PG056_VACCC,2,sp|Q6NUM6|TYW1B_HUMAN,0.295180,0.704820,422,422,0.282742,0.493781
sp|P21053|PG056_VACCC,3,sp|Q96TA2|YMEL1_HUMAN,0.305815,0.694185,422,422,0.402073,0.548129
